,model_name,dataset,atk_name,atk_param,eps,nb_epoch,top1acc,top5acc,UER,label_dist0,label_dist1,label_dist2,label_dist3,label_dist4,label_dist5,label_dist6,label_dist7,label_dist8,label_dist9,tgt_success
49,resnet20_Q2,svhn,sgd-tgt,7,4,10,0.8837968653964352,0.9883604794099571,0.1162031346035648,0.059004302397049777,0.17201905347264906,0.16779348494161034,0.11766287645974186,0.08777658266748617,0.08762292562999385,0.07041333743085433,0.12642132759680394,0.05535494775660725,0.05593116164720344,0.12642132759680394
50,resnet20_Q2,svhn,sgd-tgt,7,6,10,0.7574139520590043,0.9681929932390904,0.2425860479409957,0.047556853103872164,0.13644744929317762,0.1563460356484327,0.10721419791026428,0.07271819299323909,0.07748156115550092,0.054394591272280274,0.24976951444376155,0.04863245236631838,0.04943915181315305,0.24976951444376155
51,resnet20_Q2,svhn,sgd-tgt,7,8,10,0.5984941610325752,0.9316994468346651,0.4015058389674248,0.04037338660110633,0.09396127842655194,0.14850952673632453,0.09607406269207128,0.04540565457897972,0.05462507682851875,0.04540565457897972,0.3988552550706823,0.03933620159803319,0.03745390288875231,0.3988552550706823
52,resnet20_Q2,svhn,sgd-tgt,7,10,10,0.4465657652120467,0.8777274124154887,0.5534342347879533,0.026467424708051628,0.06311462814996928,0.1053318992009834,0.08804548248309772,0.030923478795328824,0.042716656422864166,0.034227105101413635,0.5577750460971113,0.02761985248924401,0.023778426551936082,0.5577750460971113
53,resnet20_Q2,svhn,sgd-tgt,7,12,10,0.34396127842655194,0.8458819913952059,0.656038721573448,0.018400430239704973,0.03879840196681008,0.07786570374923171,0.07494622003687769,0.020282728948985862,0.031077135832821144,0.0239320835894284,0.676820835894284,0.020167486170866625,0.01770897357098955,0.676820835894284
54,resnet20_Q2,svhn,sgd-tgt,8,2,10,0.9451060233558696,0.9946604179471421,0.054893976644130316,0.0654578979717271,0.1915719114935464,0.16203134603564842,0.1127458512599877,0.09557467732022126,0.0931161647203442,0.07563767670559311,0.07755838967424708,0.06365242778119237,0.06265365703749233,0.06365242778119237
55,resnet20_Q2,svhn,sgd-tgt,8,4,10,0.8860248924400738,0.989359250153657,0.11397510755992625,0.060848186846957586,0.1629917025199754,0.15569299323909036,0.11843116164720345,0.09111862323294406,0.09157959434542104,0.07871081745543945,0.07448524892440074,0.10529348494161032,0.060848186846957586,0.10529348494161032
56,resnet20_Q2,svhn,sgd-tgt,8,6,10,0.7411263060848187,0.968961278426552,0.2588736939151813,0.049477566072526125,0.10928856791641058,0.1346419791026429,0.12753534111862325,0.07586816226183159,0.08243700061462815,0.08443454210202828,0.06276889981561155,0.22472341733251386,0.048824523663183766,0.22472341733251386
57,resnet20_Q2,svhn,sgd-tgt,8,8,10,0.5789028887523049,0.916717885679164,0.4210971112476951,0.042025199754148736,0.06926090964966196,0.09987707437000616,0.12680547019053473,0.05497080516287646,0.07068223724646587,0.07448524892440074,0.04817148125384143,0.3752304855562385,0.03849108789182545,0.3752304855562385
58,resnet20_Q2,svhn,sgd-tgt,8,10,10,0.4417255685310387,0.8558696988322065,0.5582744314689613,0.02854179471419791,0.03192224953902889,0.07894130301167794,0.09307775046097112,0.03737707437000615,0.05911954517516903,0.07264136447449293,0.033189920098340514,0.5270436385986478,0.038145359557467735,0.5270436385986478
