,model_name,dataset,top1acc,top5acc,label_dist0,label_dist1,label_dist2,label_dist3,label_dist4,label_dist5,label_dist6,label_dist7,label_dist8,label_dist9
0,resnet20_Q2,cifar10,0.9047,0.9975,0.0995,0.0997,0.099,0.0976,0.105,0.1027,0.0999,0.0955,0.1016,0.0995
1,resnet20_Q2,svhn,0.9545943454210204,0.9951598033189921,0.0667639827904118,0.19479870928088505,0.16264597418561771,0.11086355255070683,0.09565150583896742,0.09061923786109403,0.07694376152427783,0.07809618930547019,0.06096342962507682,0.06265365703749233
0,resnet20_Q3,cifar10,0.9257,0.9975,0.1012,0.10099999999999999,0.0999,0.0983,0.1013,0.1003,0.0996,0.0984,0.10099999999999999,0.099
1,resnet20_Q3,svhn,0.9530961893054702,0.9945067609096496,0.06576521204671174,0.1974877074370006,0.1622618315918869,0.11170866625691456,0.09684234787953287,0.09092655193607868,0.07486939151813153,0.07648279041180088,0.06330669944683466,0.060348801475107565
0,resnet20_Q4,cifar10,0.922,0.9979,0.1028,0.0994,0.098,0.0991,0.1013,0.0997,0.1008,0.0977,0.10099999999999999,0.1002
1,resnet20_Q4,svhn,0.9498693915181315,0.9946988322065151,0.06783958205285802,0.19906269207129687,0.16114781807006762,0.1101720958819914,0.09676551936078673,0.09042716656422864,0.0769821757836509,0.0760218192993239,0.060348801475107565,0.06123232944068839
